"province","vaccine_manufacturer","vaccination_date","total_number_individuals_vaccinated"
"KwaZulu-Natal","Johnson & Johnson","2021-08-09",2865
"KwaZulu-Natal","Johnson & Johnson","2021-08-10",10461
"KwaZulu-Natal","Johnson & Johnson","2021-08-11",12162
"KwaZulu-Natal","Johnson & Johnson","2021-08-12",10566
"KwaZulu-Natal","Johnson & Johnson","2021-08-13",8218
"KwaZulu-Natal","Johnson & Johnson","2021-08-14",1986
"KwaZulu-Natal","Johnson & Johnson","2021-08-15",1200
"KwaZulu-Natal","Johnson & Johnson","2021-08-16",8467
"KwaZulu-Natal","Johnson & Johnson","2021-08-17",8901
"KwaZulu-Natal","Johnson & Johnson","2021-08-18",9135
"KwaZulu-Natal","Johnson & Johnson","2021-08-19",9479
"KwaZulu-Natal","Johnson & Johnson","2021-08-20",14670
"KwaZulu-Natal","Johnson & Johnson","2021-08-21",3468
"KwaZulu-Natal","Johnson & Johnson","2021-08-22",2084
"KwaZulu-Natal","Johnson & Johnson","2021-08-23",12692
"KwaZulu-Natal","Johnson & Johnson","2021-08-24",14990
"KwaZulu-Natal","Johnson & Johnson","2021-08-25",14254
"KwaZulu-Natal","Johnson & Johnson","2021-08-26",11747
"KwaZulu-Natal","Johnson & Johnson","2021-08-27",9365
"KwaZulu-Natal","Johnson & Johnson","2021-08-28",1458
"KwaZulu-Natal","Johnson & Johnson","2021-08-29",1124
"KwaZulu-Natal","Johnson & Johnson","2021-08-30",7733
"KwaZulu-Natal","Johnson & Johnson","2021-08-31",7518
"KwaZulu-Natal","Johnson & Johnson","2021-09-01",7191
"KwaZulu-Natal","Johnson & Johnson","2021-09-02",7641
"KwaZulu-Natal","Johnson & Johnson","2021-09-03",6719
"KwaZulu-Natal","Johnson & Johnson","2021-09-04",1358
"KwaZulu-Natal","Johnson & Johnson","2021-09-05",802
"KwaZulu-Natal","Johnson & Johnson","2021-09-06",4417
"KwaZulu-Natal","Johnson & Johnson","2021-09-07",3211
"KwaZulu-Natal","Johnson & Johnson","2021-09-08",4809
"KwaZulu-Natal","Johnson & Johnson","2021-09-09",5046
"KwaZulu-Natal","Johnson & Johnson","2021-09-10",6458
"KwaZulu-Natal","Johnson & Johnson","2021-09-11",1803
"KwaZulu-Natal","Johnson & Johnson","2021-09-12",878
"KwaZulu-Natal","Johnson & Johnson","2021-09-13",5223
"KwaZulu-Natal","Johnson & Johnson","2021-09-14",6787
"KwaZulu-Natal","Johnson & Johnson","2021-09-15",5544
"KwaZulu-Natal","Johnson & Johnson","2021-09-16",5738
"KwaZulu-Natal","Johnson & Johnson","2021-09-17",7095
"KwaZulu-Natal","Johnson & Johnson","2021-09-18",1099
"KwaZulu-Natal","Johnson & Johnson","2021-09-19",1095
"KwaZulu-Natal","Johnson & Johnson","2021-09-20",5712
"KwaZulu-Natal","Johnson & Johnson","2021-09-21",5982
"KwaZulu-Natal","Johnson & Johnson","2021-09-22",6113
"KwaZulu-Natal","Johnson & Johnson","2021-09-23",5665
"KwaZulu-Natal","Johnson & Johnson","2021-09-24",1396
"KwaZulu-Natal","Johnson & Johnson","2021-09-25",1235
"KwaZulu-Natal","Johnson & Johnson","2021-09-26",800
"KwaZulu-Natal","Johnson & Johnson","2021-09-27",4942
"KwaZulu-Natal","Johnson & Johnson","2021-09-28",5990
"KwaZulu-Natal","Johnson & Johnson","2021-09-29",5273
"KwaZulu-Natal","Johnson & Johnson","2021-09-30",5177
"KwaZulu-Natal","Johnson & Johnson","2021-10-01",8078
"KwaZulu-Natal","Johnson & Johnson","2021-10-02",6251
"KwaZulu-Natal","Johnson & Johnson","2021-10-03",5922
"KwaZulu-Natal","Johnson & Johnson","2021-10-04",5664
"KwaZulu-Natal","Johnson & Johnson","2021-10-05",5599
"KwaZulu-Natal","Johnson & Johnson","2021-10-06",5238
"KwaZulu-Natal","Johnson & Johnson","2021-10-07",5925
"KwaZulu-Natal","Johnson & Johnson","2021-10-08",5538
"KwaZulu-Natal","Johnson & Johnson","2021-10-09",2424
"KwaZulu-Natal","Johnson & Johnson","2021-10-10",2366
"KwaZulu-Natal","Johnson & Johnson","2021-10-11",5640
"KwaZulu-Natal","Johnson & Johnson","2021-10-12",6097
"KwaZulu-Natal","Johnson & Johnson","2021-10-13",6280
"KwaZulu-Natal","Johnson & Johnson","2021-10-14",6488
"KwaZulu-Natal","Johnson & Johnson","2021-10-15",6535
"KwaZulu-Natal","Johnson & Johnson","2021-10-16",2854
"KwaZulu-Natal","Johnson & Johnson","2021-10-17",1967
"KwaZulu-Natal","Johnson & Johnson","2021-10-18",5393
"KwaZulu-Natal","Johnson & Johnson","2021-10-19",7430
"KwaZulu-Natal","Johnson & Johnson","2021-10-20",7043
"KwaZulu-Natal","Johnson & Johnson","2021-10-21",6689
"KwaZulu-Natal","Johnson & Johnson","2021-10-22",6335
"KwaZulu-Natal","Johnson & Johnson","2021-10-23",2662
"KwaZulu-Natal","Johnson & Johnson","2021-10-24",1596
"KwaZulu-Natal","Johnson & Johnson","2021-10-25",5453
"KwaZulu-Natal","Johnson & Johnson","2021-10-26",6036
"KwaZulu-Natal","Johnson & Johnson","2021-10-27",5607
"KwaZulu-Natal","Johnson & Johnson","2021-10-28",5230
"KwaZulu-Natal","Johnson & Johnson","2021-10-29",5098
"KwaZulu-Natal","Johnson & Johnson","2021-10-30",2467
"KwaZulu-Natal","Johnson & Johnson","2021-10-31",2702
"KwaZulu-Natal","Johnson & Johnson","2021-11-01",10243
"KwaZulu-Natal","Johnson & Johnson","2021-11-02",5097
"KwaZulu-Natal","Johnson & Johnson","2021-11-03",5763
"KwaZulu-Natal","Johnson & Johnson","2021-11-04",5351
"KwaZulu-Natal","Johnson & Johnson","2021-11-05",4804
"KwaZulu-Natal","Johnson & Johnson","2021-11-06",1907
"KwaZulu-Natal","Johnson & Johnson","2021-11-07",1346
"KwaZulu-Natal","Johnson & Johnson","2021-11-08",3996
"KwaZulu-Natal","Johnson & Johnson","2021-11-09",4254
"KwaZulu-Natal","Johnson & Johnson","2021-11-10",4692
"KwaZulu-Natal","Johnson & Johnson","2021-11-11",4569
"KwaZulu-Natal","Johnson & Johnson","2021-11-12",4922
"KwaZulu-Natal","Johnson & Johnson","2021-11-13",3945
"KwaZulu-Natal","Johnson & Johnson","2021-11-14",3226
"KwaZulu-Natal","Johnson & Johnson","2021-11-15",4049
"KwaZulu-Natal","Johnson & Johnson","2021-11-16",4272
"KwaZulu-Natal","Johnson & Johnson","2021-11-17",4060
"KwaZulu-Natal","Johnson & Johnson","2021-11-18",3752
"KwaZulu-Natal","Johnson & Johnson","2021-11-19",3308
"KwaZulu-Natal","Johnson & Johnson","2021-11-20",2124
"KwaZulu-Natal","Johnson & Johnson","2021-11-21",1403
"KwaZulu-Natal","Johnson & Johnson","2021-11-22",3657
"KwaZulu-Natal","Johnson & Johnson","2021-11-23",3460
"KwaZulu-Natal","Johnson & Johnson","2021-11-24",4031
"KwaZulu-Natal","Johnson & Johnson","2021-11-25",3625
"KwaZulu-Natal","Johnson & Johnson","2021-11-26",3071
"KwaZulu-Natal","Johnson & Johnson","2021-11-27",1886
"KwaZulu-Natal","Johnson & Johnson","2021-11-28",1566
"KwaZulu-Natal","Johnson & Johnson","2021-11-29",4876
"KwaZulu-Natal","Johnson & Johnson","2021-11-30",5102
"KwaZulu-Natal","Johnson & Johnson","2021-12-01",4612
"KwaZulu-Natal","Johnson & Johnson","2021-12-02",4414
"KwaZulu-Natal","Johnson & Johnson","2021-12-03",4233
"KwaZulu-Natal","Johnson & Johnson","2021-12-04",1776
"KwaZulu-Natal","Johnson & Johnson","2021-12-05",1311
"KwaZulu-Natal","Johnson & Johnson","2021-12-06",3716
"KwaZulu-Natal","Johnson & Johnson","2021-12-07",3819
"KwaZulu-Natal","Johnson & Johnson","2021-12-08",3743
"KwaZulu-Natal","Johnson & Johnson","2021-12-09",3254
"KwaZulu-Natal","Johnson & Johnson","2021-12-10",2993
"KwaZulu-Natal","Johnson & Johnson","2021-12-11",1284
"KwaZulu-Natal","Johnson & Johnson","2021-12-12",773
"KwaZulu-Natal","Johnson & Johnson","2021-12-13",2125
"KwaZulu-Natal","Johnson & Johnson","2021-12-14",2421
"KwaZulu-Natal","Johnson & Johnson","2021-12-15",2082
"KwaZulu-Natal","Pfizer","2021-05-17",6133
"KwaZulu-Natal","Pfizer","2021-05-18",15448
"KwaZulu-Natal","Pfizer","2021-05-19",18841
"KwaZulu-Natal","Pfizer","2021-05-20",20917
"KwaZulu-Natal","Pfizer","2021-05-21",21211
"KwaZulu-Natal","Pfizer","2021-05-22",1422
"KwaZulu-Natal","Pfizer","2021-05-23",905
"KwaZulu-Natal","Pfizer","2021-05-24",20774
"KwaZulu-Natal","Pfizer","2021-05-25",21818
"KwaZulu-Natal","Pfizer","2021-05-26",22666
"KwaZulu-Natal","Pfizer","2021-05-27",21655
"KwaZulu-Natal","Pfizer","2021-05-28",21061
"KwaZulu-Natal","Pfizer","2021-05-29",1442
"KwaZulu-Natal","Pfizer","2021-05-30",1457
"KwaZulu-Natal","Pfizer","2021-05-31",20348
"KwaZulu-Natal","Pfizer","2021-06-01",17208
"KwaZulu-Natal","Pfizer","2021-06-02",16103
"KwaZulu-Natal","Pfizer","2021-06-03",12964
"KwaZulu-Natal","Pfizer","2021-06-04",13035
"KwaZulu-Natal","Pfizer","2021-06-05",2471
"KwaZulu-Natal","Pfizer","2021-06-06",1355
"KwaZulu-Natal","Pfizer","2021-06-07",15799
"KwaZulu-Natal","Pfizer","2021-06-08",15857
"KwaZulu-Natal","Pfizer","2021-06-09",16710
"KwaZulu-Natal","Pfizer","2021-06-10",14161
"KwaZulu-Natal","Pfizer","2021-06-11",14809
"KwaZulu-Natal","Pfizer","2021-06-12",2205
"KwaZulu-Natal","Pfizer","2021-06-13",1576
"KwaZulu-Natal","Pfizer","2021-06-14",13144
"KwaZulu-Natal","Pfizer","2021-06-15",13517
"KwaZulu-Natal","Pfizer","2021-06-16",3221
"KwaZulu-Natal","Pfizer","2021-06-17",12778
"KwaZulu-Natal","Pfizer","2021-06-18",11919
"KwaZulu-Natal","Pfizer","2021-06-19",1692
"KwaZulu-Natal","Pfizer","2021-06-20",894
"KwaZulu-Natal","Pfizer","2021-06-21",11298
"KwaZulu-Natal","Pfizer","2021-06-22",11089
"KwaZulu-Natal","Pfizer","2021-06-23",8756
"KwaZulu-Natal","Pfizer","2021-06-24",8303
"KwaZulu-Natal","Pfizer","2021-06-25",8277
"KwaZulu-Natal","Pfizer","2021-06-26",1577
"KwaZulu-Natal","Pfizer","2021-06-27",730
"KwaZulu-Natal","Pfizer","2021-06-28",8315
"KwaZulu-Natal","Pfizer","2021-06-29",8110
"KwaZulu-Natal","Pfizer","2021-06-30",7859
"KwaZulu-Natal","Pfizer","2021-07-01",7822
"KwaZulu-Natal","Pfizer","2021-07-02",8400
"KwaZulu-Natal","Pfizer","2021-07-03",1490
"KwaZulu-Natal","Pfizer","2021-07-04",1157
"KwaZulu-Natal","Pfizer","2021-07-05",10663
"KwaZulu-Natal","Pfizer","2021-07-06",14124
"KwaZulu-Natal","Pfizer","2021-07-07",18293
"KwaZulu-Natal","Pfizer","2021-07-08",18443
"KwaZulu-Natal","Pfizer","2021-07-09",17739
"KwaZulu-Natal","Pfizer","2021-07-10",2568
"KwaZulu-Natal","Pfizer","2021-07-11",2066
"KwaZulu-Natal","Pfizer","2021-07-12",1620
"KwaZulu-Natal","Pfizer","2021-07-13",721
"KwaZulu-Natal","Pfizer","2021-07-14",1027
"KwaZulu-Natal","Pfizer","2021-07-15",2157
"KwaZulu-Natal","Pfizer","2021-07-16",5010
"KwaZulu-Natal","Pfizer","2021-07-17",2838
"KwaZulu-Natal","Pfizer","2021-07-18",3294
"KwaZulu-Natal","Pfizer","2021-07-19",18131
"KwaZulu-Natal","Pfizer","2021-07-20",22426
"KwaZulu-Natal","Pfizer","2021-07-21",26039
"KwaZulu-Natal","Pfizer","2021-07-22",24293
"KwaZulu-Natal","Pfizer","2021-07-23",17436
"KwaZulu-Natal","Pfizer","2021-07-24",6326
"KwaZulu-Natal","Pfizer","2021-07-25",4317
"KwaZulu-Natal","Pfizer","2021-07-26",14031
"KwaZulu-Natal","Pfizer","2021-07-27",10286
"KwaZulu-Natal","Pfizer","2021-07-28",9575
"KwaZulu-Natal","Pfizer","2021-07-29",11927
"KwaZulu-Natal","Pfizer","2021-07-30",18962
"KwaZulu-Natal","Pfizer","2021-07-31",7234
"KwaZulu-Natal","Pfizer","2021-08-01",4826
"KwaZulu-Natal","Pfizer","2021-08-02",21765
"KwaZulu-Natal","Pfizer","2021-08-03",17778
"KwaZulu-Natal","Pfizer","2021-08-04",10514
"KwaZulu-Natal","Pfizer","2021-08-05",8527
"KwaZulu-Natal","Pfizer","2021-08-06",8192
"KwaZulu-Natal","Pfizer","2021-08-07",4018
"KwaZulu-Natal","Pfizer","2021-08-08",1931
"KwaZulu-Natal","Pfizer","2021-08-09",1492
"KwaZulu-Natal","Pfizer","2021-08-10",7607
"KwaZulu-Natal","Pfizer","2021-08-11",8258
"KwaZulu-Natal","Pfizer","2021-08-12",7205
"KwaZulu-Natal","Pfizer","2021-08-13",6671
"KwaZulu-Natal","Pfizer","2021-08-14",2411
"KwaZulu-Natal","Pfizer","2021-08-15",1006
"KwaZulu-Natal","Pfizer","2021-08-16",5659
"KwaZulu-Natal","Pfizer","2021-08-17",6783
"KwaZulu-Natal","Pfizer","2021-08-18",6341
"KwaZulu-Natal","Pfizer","2021-08-19",6025
"KwaZulu-Natal","Pfizer","2021-08-20",14631
"KwaZulu-Natal","Pfizer","2021-08-21",6990
"KwaZulu-Natal","Pfizer","2021-08-22",3922
"KwaZulu-Natal","Pfizer","2021-08-23",13776
"KwaZulu-Natal","Pfizer","2021-08-24",15617
"KwaZulu-Natal","Pfizer","2021-08-25",16882
"KwaZulu-Natal","Pfizer","2021-08-26",16190
"KwaZulu-Natal","Pfizer","2021-08-27",19424
"KwaZulu-Natal","Pfizer","2021-08-28",5603
"KwaZulu-Natal","Pfizer","2021-08-29",2571
"KwaZulu-Natal","Pfizer","2021-08-30",13882
"KwaZulu-Natal","Pfizer","2021-08-31",14675
"KwaZulu-Natal","Pfizer","2021-09-01",13230
"KwaZulu-Natal","Pfizer","2021-09-02",13096
"KwaZulu-Natal","Pfizer","2021-09-03",15293
"KwaZulu-Natal","Pfizer","2021-09-04",4740
"KwaZulu-Natal","Pfizer","2021-09-05",2154
"KwaZulu-Natal","Pfizer","2021-09-06",9939
"KwaZulu-Natal","Pfizer","2021-09-07",8009
"KwaZulu-Natal","Pfizer","2021-09-08",10476
"KwaZulu-Natal","Pfizer","2021-09-09",12428
"KwaZulu-Natal","Pfizer","2021-09-10",14695
"KwaZulu-Natal","Pfizer","2021-09-11",4223
"KwaZulu-Natal","Pfizer","2021-09-12",2072
"KwaZulu-Natal","Pfizer","2021-09-13",13505
"KwaZulu-Natal","Pfizer","2021-09-14",14469
"KwaZulu-Natal","Pfizer","2021-09-15",16242
"KwaZulu-Natal","Pfizer","2021-09-16",12090
"KwaZulu-Natal","Pfizer","2021-09-17",14709
"KwaZulu-Natal","Pfizer","2021-09-18",3981
"KwaZulu-Natal","Pfizer","2021-09-19",1828
"KwaZulu-Natal","Pfizer","2021-09-20",10339
"KwaZulu-Natal","Pfizer","2021-09-21",10957
"KwaZulu-Natal","Pfizer","2021-09-22",10572
"KwaZulu-Natal","Pfizer","2021-09-23",10654
"KwaZulu-Natal","Pfizer","2021-09-24",2124
"KwaZulu-Natal","Pfizer","2021-09-25",2684
"KwaZulu-Natal","Pfizer","2021-09-26",1203
"KwaZulu-Natal","Pfizer","2021-09-27",8459
"KwaZulu-Natal","Pfizer","2021-09-28",9548
"KwaZulu-Natal","Pfizer","2021-09-29",8764
"KwaZulu-Natal","Pfizer","2021-09-30",7957
"KwaZulu-Natal","Pfizer","2021-10-01",11147
"KwaZulu-Natal","Pfizer","2021-10-02",5798
"KwaZulu-Natal","Pfizer","2021-10-03",3161
"KwaZulu-Natal","Pfizer","2021-10-04",7724
"KwaZulu-Natal","Pfizer","2021-10-05",8074
"KwaZulu-Natal","Pfizer","2021-10-06",7834
"KwaZulu-Natal","Pfizer","2021-10-07",7993
"KwaZulu-Natal","Pfizer","2021-10-08",9405
"KwaZulu-Natal","Pfizer","2021-10-09",3100
"KwaZulu-Natal","Pfizer","2021-10-10",1409
"KwaZulu-Natal","Pfizer","2021-10-11",8114
"KwaZulu-Natal","Pfizer","2021-10-12",8761
"KwaZulu-Natal","Pfizer","2021-10-13",8436
"KwaZulu-Natal","Pfizer","2021-10-14",8744
"KwaZulu-Natal","Pfizer","2021-10-15",9828
"KwaZulu-Natal","Pfizer","2021-10-16",3069
"KwaZulu-Natal","Pfizer","2021-10-17",1229
"KwaZulu-Natal","Pfizer","2021-10-18",6899
"KwaZulu-Natal","Pfizer","2021-10-19",7726
"KwaZulu-Natal","Pfizer","2021-10-20",6956
"KwaZulu-Natal","Pfizer","2021-10-21",7060
"KwaZulu-Natal","Pfizer","2021-10-22",8384
"KwaZulu-Natal","Pfizer","2021-10-23",2683
"KwaZulu-Natal","Pfizer","2021-10-24",896
"KwaZulu-Natal","Pfizer","2021-10-25",6327
"KwaZulu-Natal","Pfizer","2021-10-26",6102
"KwaZulu-Natal","Pfizer","2021-10-27",5689
"KwaZulu-Natal","Pfizer","2021-10-28",5973
"KwaZulu-Natal","Pfizer","2021-10-29",6000
"KwaZulu-Natal","Pfizer","2021-10-30",2003
"KwaZulu-Natal","Pfizer","2021-10-31",888
"KwaZulu-Natal","Pfizer","2021-11-01",2427
"KwaZulu-Natal","Pfizer","2021-11-02",4459
"KwaZulu-Natal","Pfizer","2021-11-03",4758
"KwaZulu-Natal","Pfizer","2021-11-04",4478
"KwaZulu-Natal","Pfizer","2021-11-05",4720
"KwaZulu-Natal","Pfizer","2021-11-06",1436
"KwaZulu-Natal","Pfizer","2021-11-07",688
"KwaZulu-Natal","Pfizer","2021-11-08",3717
"KwaZulu-Natal","Pfizer","2021-11-09",4030
"KwaZulu-Natal","Pfizer","2021-11-10",4520
"KwaZulu-Natal","Pfizer","2021-11-11",4307
"KwaZulu-Natal","Pfizer","2021-11-12",4690
"KwaZulu-Natal","Pfizer","2021-11-13",2276
"KwaZulu-Natal","Pfizer","2021-11-14",1226
"KwaZulu-Natal","Pfizer","2021-11-15",4176
"KwaZulu-Natal","Pfizer","2021-11-16",4061
"KwaZulu-Natal","Pfizer","2021-11-17",3907
"KwaZulu-Natal","Pfizer","2021-11-18",3810
"KwaZulu-Natal","Pfizer","2021-11-19",3800
"KwaZulu-Natal","Pfizer","2021-11-20",1380
"KwaZulu-Natal","Pfizer","2021-11-21",578
"KwaZulu-Natal","Pfizer","2021-11-22",3420
"KwaZulu-Natal","Pfizer","2021-11-23",3491
"KwaZulu-Natal","Pfizer","2021-11-24",3682
"KwaZulu-Natal","Pfizer","2021-11-25",3654
"KwaZulu-Natal","Pfizer","2021-11-26",3554
"KwaZulu-Natal","Pfizer","2021-11-27",1749
"KwaZulu-Natal","Pfizer","2021-11-28",806
"KwaZulu-Natal","Pfizer","2021-11-29",5506
"KwaZulu-Natal","Pfizer","2021-11-30",5814
"KwaZulu-Natal","Pfizer","2021-12-01",5087
"KwaZulu-Natal","Pfizer","2021-12-02",5129
"KwaZulu-Natal","Pfizer","2021-12-03",5518
"KwaZulu-Natal","Pfizer","2021-12-04",2301
"KwaZulu-Natal","Pfizer","2021-12-05",937
"KwaZulu-Natal","Pfizer","2021-12-06",4864
"KwaZulu-Natal","Pfizer","2021-12-07",4823
"KwaZulu-Natal","Pfizer","2021-12-08",4425
"KwaZulu-Natal","Pfizer","2021-12-09",4482
"KwaZulu-Natal","Pfizer","2021-12-10",4157
"KwaZulu-Natal","Pfizer","2021-12-11",1504
"KwaZulu-Natal","Pfizer","2021-12-12",650
"KwaZulu-Natal","Pfizer","2021-12-13",3739
"KwaZulu-Natal","Pfizer","2021-12-14",3310
"KwaZulu-Natal","Pfizer","2021-12-15",3001
"Limpopo","Johnson & Johnson","2021-02-17",1
"Limpopo","Johnson & Johnson","2021-02-19",75
"Limpopo","Johnson & Johnson","2021-02-20",430
"Limpopo","Johnson & Johnson","2021-02-21",747
"Limpopo","Johnson & Johnson","2021-02-22",862
"Limpopo","Johnson & Johnson","2021-02-23",953
"Limpopo","Johnson & Johnson","2021-02-24",1031
"Limpopo","Johnson & Johnson","2021-02-25",1288
"Limpopo","Johnson & Johnson","2021-02-26",1041
"Limpopo","Johnson & Johnson","2021-02-27",566
"Limpopo","Johnson & Johnson","2021-03-01",51
"Limpopo","Johnson & Johnson","2021-03-02",213
"Limpopo","Johnson & Johnson","2021-03-03",720
"Limpopo","Johnson & Johnson","2021-03-04",495
"Limpopo","Johnson & Johnson","2021-03-05",432
"Limpopo","Johnson & Johnson","2021-03-06",587
"Limpopo","Johnson & Johnson","2021-03-07",141
"Limpopo","Johnson & Johnson","2021-03-08",1
"Limpopo","Johnson & Johnson","2021-03-09",457
"Limpopo","Johnson & Johnson","2021-03-10",567
"Limpopo","Johnson & Johnson","2021-03-11",463
"Limpopo","Johnson & Johnson","2021-03-12",945
"Limpopo","Johnson & Johnson","2021-03-15",19
"Limpopo","Johnson & Johnson","2021-03-16",776
"Limpopo","Johnson & Johnson","2021-03-17",768
"Limpopo","Johnson & Johnson","2021-03-18",200
"Limpopo","Johnson & Johnson","2021-03-19",895
"Limpopo","Johnson & Johnson","2021-03-20",1
"Limpopo","Johnson & Johnson","2021-03-21",1
"Limpopo","Johnson & Johnson","2021-03-23",795
"Limpopo","Johnson & Johnson","2021-03-24",781
"Limpopo","Johnson & Johnson","2021-03-25",676
"Limpopo","Johnson & Johnson","2021-03-26",563
"Limpopo","Johnson & Johnson","2021-03-29",917
"Limpopo","Johnson & Johnson","2021-03-30",903
"Limpopo","Johnson & Johnson","2021-03-31",827
"Limpopo","Johnson & Johnson","2021-04-01",76
"Limpopo","Johnson & Johnson","2021-04-03",2
"Limpopo","Johnson & Johnson","2021-04-06",7
"Limpopo","Johnson & Johnson","2021-04-26",1
"Limpopo","Johnson & Johnson","2021-04-28",302
"Limpopo","Johnson & Johnson","2021-04-29",527
"Limpopo","Johnson & Johnson","2021-04-30",844
"Limpopo","Johnson & Johnson","2021-05-01",1
"Limpopo","Johnson & Johnson","2021-05-03",1057
"Limpopo","Johnson & Johnson","2021-05-04",1302
"Limpopo","Johnson & Johnson","2021-05-05",1509
"Limpopo","Johnson & Johnson","2021-05-06",840
"Limpopo","Johnson & Johnson","2021-05-07",940
"Limpopo","Johnson & Johnson","2021-05-08",177
"Limpopo","Johnson & Johnson","2021-05-10",463
"Limpopo","Johnson & Johnson","2021-05-11",903
"Limpopo","Johnson & Johnson","2021-05-12",624
"Limpopo","Johnson & Johnson","2021-05-13",1547
"Limpopo","Johnson & Johnson","2021-05-14",1299
"Limpopo","Johnson & Johnson","2021-05-15",773
"Limpopo","Johnson & Johnson","2021-05-17",4
"Limpopo","Johnson & Johnson","2021-05-20",1
"Limpopo","Johnson & Johnson","2021-05-22",1
"Limpopo","Johnson & Johnson","2021-05-25",1
"Limpopo","Johnson & Johnson","2021-05-26",2
"Limpopo","Johnson & Johnson","2021-06-02",4
"Limpopo","Johnson & Johnson","2021-06-04",1
"Limpopo","Johnson & Johnson","2021-06-07",1
"Limpopo","Johnson & Johnson","2021-06-09",7
"Limpopo","Johnson & Johnson","2021-06-10",2
"Limpopo","Johnson & Johnson","2021-06-11",1
"Limpopo","Johnson & Johnson","2021-06-14",1
"Limpopo","Johnson & Johnson","2021-06-15",4
"Limpopo","Johnson & Johnson","2021-06-16",2
"Limpopo","Johnson & Johnson","2021-06-17",2
"Limpopo","Johnson & Johnson","2021-06-18",1
"Limpopo","Johnson & Johnson","2021-06-21",8
"Limpopo","Johnson & Johnson","2021-06-22",1
"Limpopo","Johnson & Johnson","2021-06-23",2
"Limpopo","Johnson & Johnson","2021-06-24",3
"Limpopo","Johnson & Johnson","2021-06-25",16327
"Limpopo","Johnson & Johnson","2021-06-26",14172
"Limpopo","Johnson & Johnson","2021-06-28",17
"Limpopo","Johnson & Johnson","2021-06-29",19
"Limpopo","Johnson & Johnson","2021-06-30",20
"Limpopo","Johnson & Johnson","2021-07-01",42
"Limpopo","Johnson & Johnson","2021-07-02",15992
"Limpopo","Johnson & Johnson","2021-07-03",2
"Limpopo","Johnson & Johnson","2021-07-05",11
"Limpopo","Johnson & Johnson","2021-07-06",59
"Limpopo","Johnson & Johnson","2021-07-07",75
"Limpopo","Johnson & Johnson","2021-07-08",195
"Limpopo","Johnson & Johnson","2021-07-09",17474
"Limpopo","Johnson & Johnson","2021-07-10",92
"Limpopo","Johnson & Johnson","2021-07-11",7
"Limpopo","Johnson & Johnson","2021-07-12",803
"Limpopo","Johnson & Johnson","2021-07-13",1649
"Limpopo","Johnson & Johnson","2021-07-14",3934
"Limpopo","Johnson & Johnson","2021-07-15",6706
"Limpopo","Johnson & Johnson","2021-07-16",8833
"Limpopo","Johnson & Johnson","2021-07-17",810
"Limpopo","Johnson & Johnson","2021-07-18",1
"Limpopo","Johnson & Johnson","2021-07-19",5038
"Limpopo","Johnson & Johnson","2021-07-20",9224
"Limpopo","Johnson & Johnson","2021-07-21",9171
"Limpopo","Johnson & Johnson","2021-07-22",10963
"Limpopo","Johnson & Johnson","2021-07-23",10417
"Limpopo","Johnson & Johnson","2021-07-24",5713
"Limpopo","Johnson & Johnson","2021-07-25",655
"Limpopo","Johnson & Johnson","2021-07-26",4392
"Limpopo","Johnson & Johnson","2021-07-27",8582
"Limpopo","Johnson & Johnson","2021-07-28",9855
