"province","vaccine_manufacturer","vaccination_date","total_number_individuals_vaccinated"
"Limpopo","Johnson & Johnson","2021-10-16",683
"Limpopo","Johnson & Johnson","2021-10-17",3
"Limpopo","Johnson & Johnson","2021-10-18",10119
"Limpopo","Johnson & Johnson","2021-10-19",10833
"Limpopo","Johnson & Johnson","2021-10-20",14229
"Limpopo","Johnson & Johnson","2021-10-21",15242
"Limpopo","Johnson & Johnson","2021-10-22",12001
"Limpopo","Johnson & Johnson","2021-10-23",1300
"Limpopo","Johnson & Johnson","2021-10-24",437
"Limpopo","Johnson & Johnson","2021-10-25",11653
"Limpopo","Johnson & Johnson","2021-10-26",9844
"Limpopo","Johnson & Johnson","2021-10-27",9865
"Limpopo","Johnson & Johnson","2021-10-28",9509
"Limpopo","Johnson & Johnson","2021-10-29",7341
"Limpopo","Johnson & Johnson","2021-10-30",371
"Limpopo","Johnson & Johnson","2021-10-31",33
"Limpopo","Johnson & Johnson","2021-11-01",2561
"Limpopo","Johnson & Johnson","2021-11-02",6214
"Limpopo","Johnson & Johnson","2021-11-03",7009
"Limpopo","Johnson & Johnson","2021-11-04",6705
"Limpopo","Johnson & Johnson","2021-11-05",4864
"Limpopo","Johnson & Johnson","2021-11-06",310
"Limpopo","Johnson & Johnson","2021-11-08",4518
"Limpopo","Johnson & Johnson","2021-11-09",5390
"Limpopo","Johnson & Johnson","2021-11-10",5390
"Limpopo","Johnson & Johnson","2021-11-11",5201
"Limpopo","Johnson & Johnson","2021-11-12",3598
"Limpopo","Johnson & Johnson","2021-11-13",1680
"Limpopo","Johnson & Johnson","2021-11-14",791
"Limpopo","Johnson & Johnson","2021-11-15",4094
"Limpopo","Johnson & Johnson","2021-11-16",3807
"Limpopo","Johnson & Johnson","2021-11-17",3993
"Limpopo","Johnson & Johnson","2021-11-18",4253
"Limpopo","Johnson & Johnson","2021-11-19",2878
"Limpopo","Johnson & Johnson","2021-11-20",530
"Limpopo","Johnson & Johnson","2021-11-21",10
"Limpopo","Johnson & Johnson","2021-11-22",2792
"Limpopo","Johnson & Johnson","2021-11-23",3262
"Limpopo","Johnson & Johnson","2021-11-24",3512
"Limpopo","Johnson & Johnson","2021-11-25",2824
"Limpopo","Johnson & Johnson","2021-11-26",2483
"Limpopo","Johnson & Johnson","2021-11-27",1118
"Limpopo","Johnson & Johnson","2021-11-28",212
"Limpopo","Johnson & Johnson","2021-11-29",4645
"Limpopo","Johnson & Johnson","2021-11-30",4733
"Limpopo","Johnson & Johnson","2021-12-01",4849
"Limpopo","Johnson & Johnson","2021-12-02",5109
"Limpopo","Johnson & Johnson","2021-12-03",4093
"Limpopo","Johnson & Johnson","2021-12-04",3295
"Limpopo","Johnson & Johnson","2021-12-05",795
"Limpopo","Johnson & Johnson","2021-12-06",5003
"Limpopo","Johnson & Johnson","2021-12-07",4794
"Limpopo","Johnson & Johnson","2021-12-08",5060
"Limpopo","Johnson & Johnson","2021-12-09",4198
"Limpopo","Johnson & Johnson","2021-12-10",3708
"Limpopo","Johnson & Johnson","2021-12-11",1168
"Limpopo","Johnson & Johnson","2021-12-12",14
"Limpopo","Johnson & Johnson","2021-12-13",3909
"Limpopo","Johnson & Johnson","2021-12-14",3184
"Limpopo","Johnson & Johnson","2021-12-15",3086
"Limpopo","Pfizer","2021-05-17",971
"Limpopo","Pfizer","2021-05-18",3249
"Limpopo","Pfizer","2021-05-19",4115
"Limpopo","Pfizer","2021-05-20",4706
"Limpopo","Pfizer","2021-05-21",5008
"Limpopo","Pfizer","2021-05-22",502
"Limpopo","Pfizer","2021-05-23",823
"Limpopo","Pfizer","2021-05-24",4661
"Limpopo","Pfizer","2021-05-25",7654
"Limpopo","Pfizer","2021-05-26",7383
"Limpopo","Pfizer","2021-05-27",7874
"Limpopo","Pfizer","2021-05-28",7295
"Limpopo","Pfizer","2021-05-29",94
"Limpopo","Pfizer","2021-05-30",1
"Limpopo","Pfizer","2021-05-31",8012
"Limpopo","Pfizer","2021-06-01",6705
"Limpopo","Pfizer","2021-06-02",7119
"Limpopo","Pfizer","2021-06-03",8318
"Limpopo","Pfizer","2021-06-04",5944
"Limpopo","Pfizer","2021-06-05",16
"Limpopo","Pfizer","2021-06-06",5
"Limpopo","Pfizer","2021-06-07",10635
"Limpopo","Pfizer","2021-06-08",13978
"Limpopo","Pfizer","2021-06-09",15338
"Limpopo","Pfizer","2021-06-10",14180
"Limpopo","Pfizer","2021-06-11",4297
"Limpopo","Pfizer","2021-06-12",281
"Limpopo","Pfizer","2021-06-13",63
"Limpopo","Pfizer","2021-06-14",18809
"Limpopo","Pfizer","2021-06-15",17423
"Limpopo","Pfizer","2021-06-16",139
"Limpopo","Pfizer","2021-06-17",17533
"Limpopo","Pfizer","2021-06-18",918
"Limpopo","Pfizer","2021-06-19",155
"Limpopo","Pfizer","2021-06-20",172
"Limpopo","Pfizer","2021-06-21",16577
"Limpopo","Pfizer","2021-06-22",14344
"Limpopo","Pfizer","2021-06-23",11069
"Limpopo","Pfizer","2021-06-24",11705
"Limpopo","Pfizer","2021-06-25",300
"Limpopo","Pfizer","2021-06-26",25
"Limpopo","Pfizer","2021-06-27",1
"Limpopo","Pfizer","2021-06-28",11615
"Limpopo","Pfizer","2021-06-29",11302
"Limpopo","Pfizer","2021-06-30",10174
"Limpopo","Pfizer","2021-07-01",9480
"Limpopo","Pfizer","2021-07-02",762
"Limpopo","Pfizer","2021-07-03",77
"Limpopo","Pfizer","2021-07-04",15
"Limpopo","Pfizer","2021-07-05",9041
"Limpopo","Pfizer","2021-07-06",9721
"Limpopo","Pfizer","2021-07-07",12021
"Limpopo","Pfizer","2021-07-08",11774
"Limpopo","Pfizer","2021-07-09",1745
"Limpopo","Pfizer","2021-07-10",61
"Limpopo","Pfizer","2021-07-11",7
"Limpopo","Pfizer","2021-07-12",14754
"Limpopo","Pfizer","2021-07-13",14663
"Limpopo","Pfizer","2021-07-14",12327
"Limpopo","Pfizer","2021-07-15",10077
"Limpopo","Pfizer","2021-07-16",3164
"Limpopo","Pfizer","2021-07-17",402
"Limpopo","Pfizer","2021-07-18",20
"Limpopo","Pfizer","2021-07-19",9216
"Limpopo","Pfizer","2021-07-20",7293
"Limpopo","Pfizer","2021-07-21",7090
"Limpopo","Pfizer","2021-07-22",6274
"Limpopo","Pfizer","2021-07-23",2518
"Limpopo","Pfizer","2021-07-24",237
"Limpopo","Pfizer","2021-07-25",44
"Limpopo","Pfizer","2021-07-26",6828
"Limpopo","Pfizer","2021-07-27",6772
"Limpopo","Pfizer","2021-07-28",7678
"Limpopo","Pfizer","2021-07-29",8177
"Limpopo","Pfizer","2021-07-30",4788
"Limpopo","Pfizer","2021-07-31",666
"Limpopo","Pfizer","2021-08-01",3
"Limpopo","Pfizer","2021-08-02",7538
"Limpopo","Pfizer","2021-08-03",8094
"Limpopo","Pfizer","2021-08-04",7200
"Limpopo","Pfizer","2021-08-05",6251
"Limpopo","Pfizer","2021-08-06",3295
"Limpopo","Pfizer","2021-08-07",89
"Limpopo","Pfizer","2021-08-08",2
"Limpopo","Pfizer","2021-08-09",21
"Limpopo","Pfizer","2021-08-10",3269
"Limpopo","Pfizer","2021-08-11",3671
"Limpopo","Pfizer","2021-08-12",3900
"Limpopo","Pfizer","2021-08-13",2031
"Limpopo","Pfizer","2021-08-14",83
"Limpopo","Pfizer","2021-08-15",7
"Limpopo","Pfizer","2021-08-16",3173
"Limpopo","Pfizer","2021-08-17",3299
"Limpopo","Pfizer","2021-08-18",3684
"Limpopo","Pfizer","2021-08-19",4206
"Limpopo","Pfizer","2021-08-20",4472
"Limpopo","Pfizer","2021-08-21",778
"Limpopo","Pfizer","2021-08-22",1
"Limpopo","Pfizer","2021-08-23",5182
"Limpopo","Pfizer","2021-08-24",6437
"Limpopo","Pfizer","2021-08-25",8845
"Limpopo","Pfizer","2021-08-26",12113
"Limpopo","Pfizer","2021-08-27",7735
"Limpopo","Pfizer","2021-08-28",3309
"Limpopo","Pfizer","2021-08-29",130
"Limpopo","Pfizer","2021-08-30",10431
"Limpopo","Pfizer","2021-08-31",13592
"Limpopo","Pfizer","2021-09-01",16824
"Limpopo","Pfizer","2021-09-02",17648
"Limpopo","Pfizer","2021-09-03",11230
"Limpopo","Pfizer","2021-09-04",7055
"Limpopo","Pfizer","2021-09-05",342
"Limpopo","Pfizer","2021-09-06",11433
"Limpopo","Pfizer","2021-09-07",13119
"Limpopo","Pfizer","2021-09-08",13518
"Limpopo","Pfizer","2021-09-09",14999
"Limpopo","Pfizer","2021-09-10",11680
"Limpopo","Pfizer","2021-09-11",711
"Limpopo","Pfizer","2021-09-12",60
"Limpopo","Pfizer","2021-09-13",8907
"Limpopo","Pfizer","2021-09-14",10846
"Limpopo","Pfizer","2021-09-15",9424
"Limpopo","Pfizer","2021-09-16",9936
"Limpopo","Pfizer","2021-09-17",4695
"Limpopo","Pfizer","2021-09-18",167
"Limpopo","Pfizer","2021-09-19",33
"Limpopo","Pfizer","2021-09-20",5228
"Limpopo","Pfizer","2021-09-21",4799
"Limpopo","Pfizer","2021-09-22",4436
"Limpopo","Pfizer","2021-09-23",3858
"Limpopo","Pfizer","2021-09-24",122
"Limpopo","Pfizer","2021-09-25",195
"Limpopo","Pfizer","2021-09-26",7
"Limpopo","Pfizer","2021-09-27",3192
"Limpopo","Pfizer","2021-09-28",3666
"Limpopo","Pfizer","2021-09-29",3430
"Limpopo","Pfizer","2021-09-30",3250
"Limpopo","Pfizer","2021-10-01",2941
"Limpopo","Pfizer","2021-10-02",651
"Limpopo","Pfizer","2021-10-03",109
"Limpopo","Pfizer","2021-10-04",4088
"Limpopo","Pfizer","2021-10-05",4147
"Limpopo","Pfizer","2021-10-06",3798
"Limpopo","Pfizer","2021-10-07",4345
"Limpopo","Pfizer","2021-10-08",3236
"Limpopo","Pfizer","2021-10-09",360
"Limpopo","Pfizer","2021-10-10",19
"Limpopo","Pfizer","2021-10-11",3201
"Limpopo","Pfizer","2021-10-12",3481
"Limpopo","Pfizer","2021-10-13",3266
"Limpopo","Pfizer","2021-10-14",3519
"Limpopo","Pfizer","2021-10-15",2542
"Limpopo","Pfizer","2021-10-16",219
"Limpopo","Pfizer","2021-10-17",16
"Limpopo","Pfizer","2021-10-18",1862
"Limpopo","Pfizer","2021-10-19",2040
"Limpopo","Pfizer","2021-10-20",2299
"Limpopo","Pfizer","2021-10-21",2422
"Limpopo","Pfizer","2021-10-22",1987
"Limpopo","Pfizer","2021-10-23",346
"Limpopo","Pfizer","2021-10-24",41
"Limpopo","Pfizer","2021-10-25",2135
"Limpopo","Pfizer","2021-10-26",2129
"Limpopo","Pfizer","2021-10-27",1893
"Limpopo","Pfizer","2021-10-28",2024
"Limpopo","Pfizer","2021-10-29",1841
"Limpopo","Pfizer","2021-10-30",302
"Limpopo","Pfizer","2021-10-31",13
"Limpopo","Pfizer","2021-11-01",416
"Limpopo","Pfizer","2021-11-02",2530
"Limpopo","Pfizer","2021-11-03",2587
"Limpopo","Pfizer","2021-11-04",2258
"Limpopo","Pfizer","2021-11-05",1966
"Limpopo","Pfizer","2021-11-06",265
"Limpopo","Pfizer","2021-11-07",6
"Limpopo","Pfizer","2021-11-08",1483
"Limpopo","Pfizer","2021-11-09",1783
"Limpopo","Pfizer","2021-11-10",1740
"Limpopo","Pfizer","2021-11-11",1954
"Limpopo","Pfizer","2021-11-12",1940
"Limpopo","Pfizer","2021-11-13",966
"Limpopo","Pfizer","2021-11-14",193
"Limpopo","Pfizer","2021-11-15",2531
"Limpopo","Pfizer","2021-11-16",2446
"Limpopo","Pfizer","2021-11-17",2675
"Limpopo","Pfizer","2021-11-18",2601
"Limpopo","Pfizer","2021-11-19",1425
"Limpopo","Pfizer","2021-11-20",208
"Limpopo","Pfizer","2021-11-21",5
"Limpopo","Pfizer","2021-11-22",1713
"Limpopo","Pfizer","2021-11-23",2094
"Limpopo","Pfizer","2021-11-24",2489
"Limpopo","Pfizer","2021-11-25",2348
"Limpopo","Pfizer","2021-11-26",2566
"Limpopo","Pfizer","2021-11-27",887
"Limpopo","Pfizer","2021-11-28",63
"Limpopo","Pfizer","2021-11-29",4004
"Limpopo","Pfizer","2021-11-30",4571
"Limpopo","Pfizer","2021-12-01",4001
"Limpopo","Pfizer","2021-12-02",3730
"Limpopo","Pfizer","2021-12-03",2608
"Limpopo","Pfizer","2021-12-04",733
"Limpopo","Pfizer","2021-12-05",64
"Limpopo","Pfizer","2021-12-06",2185
"Limpopo","Pfizer","2021-12-07",2003
"Limpopo","Pfizer","2021-12-08",2083
"Limpopo","Pfizer","2021-12-09",2110
"Limpopo","Pfizer","2021-12-10",1900
"Limpopo","Pfizer","2021-12-11",623
"Limpopo","Pfizer","2021-12-12",16
"Limpopo","Pfizer","2021-12-13",1967
"Limpopo","Pfizer","2021-12-14",1781
"Limpopo","Pfizer","2021-12-15",1689
"Mpumalanga","Johnson & Johnson","2021-02-19",532
"Mpumalanga","Johnson & Johnson","2021-02-20",873
"Mpumalanga","Johnson & Johnson","2021-02-21",1181
"Mpumalanga","Johnson & Johnson","2021-02-22",1011
"Mpumalanga","Johnson & Johnson","2021-02-26",132
"Mpumalanga","Johnson & Johnson","2021-03-01",271
"Mpumalanga","Johnson & Johnson","2021-03-02",356
"Mpumalanga","Johnson & Johnson","2021-03-03",790
"Mpumalanga","Johnson & Johnson","2021-03-04",758
"Mpumalanga","Johnson & Johnson","2021-03-05",588
"Mpumalanga","Johnson & Johnson","2021-03-06",1
"Mpumalanga","Johnson & Johnson","2021-03-08",282
"Mpumalanga","Johnson & Johnson","2021-03-09",533
"Mpumalanga","Johnson & Johnson","2021-03-10",552
"Mpumalanga","Johnson & Johnson","2021-03-11",564
"Mpumalanga","Johnson & Johnson","2021-03-12",499
"Mpumalanga","Johnson & Johnson","2021-03-13",1
"Mpumalanga","Johnson & Johnson","2021-03-15",93
"Mpumalanga","Johnson & Johnson","2021-03-16",400
"Mpumalanga","Johnson & Johnson","2021-03-17",314
"Mpumalanga","Johnson & Johnson","2021-03-18",530
"Mpumalanga","Johnson & Johnson","2021-03-19",203
"Mpumalanga","Johnson & Johnson","2021-03-20",1
"Mpumalanga","Johnson & Johnson","2021-03-21",6
"Mpumalanga","Johnson & Johnson","2021-03-22",1
"Mpumalanga","Johnson & Johnson","2021-03-23",257
"Mpumalanga","Johnson & Johnson","2021-03-24",608
"Mpumalanga","Johnson & Johnson","2021-03-25",953
"Mpumalanga","Johnson & Johnson","2021-03-26",488
"Mpumalanga","Johnson & Johnson","2021-03-29",118
"Mpumalanga","Johnson & Johnson","2021-03-30",900
"Mpumalanga","Johnson & Johnson","2021-03-31",583
"Mpumalanga","Johnson & Johnson","2021-04-01",294
"Mpumalanga","Johnson & Johnson","2021-04-05",1
"Mpumalanga","Johnson & Johnson","2021-04-06",295
"Mpumalanga","Johnson & Johnson","2021-04-07",436
"Mpumalanga","Johnson & Johnson","2021-04-08",540
"Mpumalanga","Johnson & Johnson","2021-04-09",120
"Mpumalanga","Johnson & Johnson","2021-04-12",118
"Mpumalanga","Johnson & Johnson","2021-04-13",455
"Mpumalanga","Johnson & Johnson","2021-04-29",243
"Mpumalanga","Johnson & Johnson","2021-04-30",350
"Mpumalanga","Johnson & Johnson","2021-05-01",84
"Mpumalanga","Johnson & Johnson","2021-05-03",140
"Mpumalanga","Johnson & Johnson","2021-05-04",233
"Mpumalanga","Johnson & Johnson","2021-05-05",234
"Mpumalanga","Johnson & Johnson","2021-05-06",305
"Mpumalanga","Johnson & Johnson","2021-05-07",187
"Mpumalanga","Johnson & Johnson","2021-05-08",31
"Mpumalanga","Johnson & Johnson","2021-05-10",61
"Mpumalanga","Johnson & Johnson","2021-05-11",455
"Mpumalanga","Johnson & Johnson","2021-05-12",492
"Mpumalanga","Johnson & Johnson","2021-05-13",501
"Mpumalanga","Johnson & Johnson","2021-05-14",396
"Mpumalanga","Johnson & Johnson","2021-05-15",169
"Mpumalanga","Johnson & Johnson","2021-05-16",148
"Mpumalanga","Johnson & Johnson","2021-05-19",1
"Mpumalanga","Johnson & Johnson","2021-05-20",1
"Mpumalanga","Johnson & Johnson","2021-05-21",2
"Mpumalanga","Johnson & Johnson","2021-05-25",2
"Mpumalanga","Johnson & Johnson","2021-05-28",1
"Mpumalanga","Johnson & Johnson","2021-06-01",1
"Mpumalanga","Johnson & Johnson","2021-06-02",2
"Mpumalanga","Johnson & Johnson","2021-06-03",10
"Mpumalanga","Johnson & Johnson","2021-06-04",6
"Mpumalanga","Johnson & Johnson","2021-06-06",3
"Mpumalanga","Johnson & Johnson","2021-06-07",16
"Mpumalanga","Johnson & Johnson","2021-06-08",33
"Mpumalanga","Johnson & Johnson","2021-06-09",9
"Mpumalanga","Johnson & Johnson","2021-06-10",2
"Mpumalanga","Johnson & Johnson","2021-06-11",1
"Mpumalanga","Johnson & Johnson","2021-06-12",1
"Mpumalanga","Johnson & Johnson","2021-06-14",1
"Mpumalanga","Johnson & Johnson","2021-06-15",7
"Mpumalanga","Johnson & Johnson","2021-06-16",10
"Mpumalanga","Johnson & Johnson","2021-06-17",6
"Mpumalanga","Johnson & Johnson","2021-06-18",7
"Mpumalanga","Johnson & Johnson","2021-06-19",2
"Mpumalanga","Johnson & Johnson","2021-06-20",2
"Mpumalanga","Johnson & Johnson","2021-06-21",51
"Mpumalanga","Johnson & Johnson","2021-06-22",145
"Mpumalanga","Johnson & Johnson","2021-06-23",6174
"Mpumalanga","Johnson & Johnson","2021-06-24",7330
"Mpumalanga","Johnson & Johnson","2021-06-25",6959
"Mpumalanga","Johnson & Johnson","2021-06-26",367
"Mpumalanga","Johnson & Johnson","2021-06-28",1791
"Mpumalanga","Johnson & Johnson","2021-06-29",611
"Mpumalanga","Johnson & Johnson","2021-06-30",195
"Mpumalanga","Johnson & Johnson","2021-07-01",2008
"Mpumalanga","Johnson & Johnson","2021-07-02",2299
"Mpumalanga","Johnson & Johnson","2021-07-03",1
"Mpumalanga","Johnson & Johnson","2021-07-04",17
"Mpumalanga","Johnson & Johnson","2021-07-05",1907
"Mpumalanga","Johnson & Johnson","2021-07-06",1373
"Mpumalanga","Johnson & Johnson","2021-07-07",946
"Mpumalanga","Johnson & Johnson","2021-07-08",649
"Mpumalanga","Johnson & Johnson","2021-07-09",159
"Mpumalanga","Johnson & Johnson","2021-07-10",66
"Mpumalanga","Johnson & Johnson","2021-07-11",4
"Mpumalanga","Johnson & Johnson","2021-07-12",863
"Mpumalanga","Johnson & Johnson","2021-07-13",1653
"Mpumalanga","Johnson & Johnson","2021-07-14",1450
"Mpumalanga","Johnson & Johnson","2021-07-15",685
"Mpumalanga","Johnson & Johnson","2021-07-16",613
"Mpumalanga","Johnson & Johnson","2021-07-17",5
"Mpumalanga","Johnson & Johnson","2021-07-18",3
"Mpumalanga","Johnson & Johnson","2021-07-19",1052
"Mpumalanga","Johnson & Johnson","2021-07-20",1785
"Mpumalanga","Johnson & Johnson","2021-07-21",1919
"Mpumalanga","Johnson & Johnson","2021-07-22",2208
"Mpumalanga","Johnson & Johnson","2021-07-23",1735
"Mpumalanga","Johnson & Johnson","2021-07-24",14
"Mpumalanga","Johnson & Johnson","2021-07-25",165
"Mpumalanga","Johnson & Johnson","2021-07-26",865
"Mpumalanga","Johnson & Johnson","2021-07-27",1271
"Mpumalanga","Johnson & Johnson","2021-07-28",3142
"Mpumalanga","Johnson & Johnson","2021-07-29",3869
"Mpumalanga","Johnson & Johnson","2021-07-30",3557
"Mpumalanga","Johnson & Johnson","2021-07-31",851
"Mpumalanga","Johnson & Johnson","2021-08-01",21
"Mpumalanga","Johnson & Johnson","2021-08-02",2796
"Mpumalanga","Johnson & Johnson","2021-08-03",3027
"Mpumalanga","Johnson & Johnson","2021-08-04",3809
"Mpumalanga","Johnson & Johnson","2021-08-05",5077
"Mpumalanga","Johnson & Johnson","2021-08-06",4176
"Mpumalanga","Johnson & Johnson","2021-08-07",1385
"Mpumalanga","Johnson & Johnson","2021-08-08",165
"Mpumalanga","Johnson & Johnson","2021-08-09",1666
"Mpumalanga","Johnson & Johnson","2021-08-10",3846
"Mpumalanga","Johnson & Johnson","2021-08-11",3871
"Mpumalanga","Johnson & Johnson","2021-08-12",3719
"Mpumalanga","Johnson & Johnson","2021-08-13",2268
"Mpumalanga","Johnson & Johnson","2021-08-14",1435
"Mpumalanga","Johnson & Johnson","2021-08-15",2
"Mpumalanga","Johnson & Johnson","2021-08-16",2433
"Mpumalanga","Johnson & Johnson","2021-08-17",2828
"Mpumalanga","Johnson & Johnson","2021-08-18",2903
"Mpumalanga","Johnson & Johnson","2021-08-19",2588
"Mpumalanga","Johnson & Johnson","2021-08-20",4355
"Mpumalanga","Johnson & Johnson","2021-08-21",1406
"Mpumalanga","Johnson & Johnson","2021-08-22",257
"Mpumalanga","Johnson & Johnson","2021-08-23",4098
"Mpumalanga","Johnson & Johnson","2021-08-24",4216
"Mpumalanga","Johnson & Johnson","2021-08-25",4253
"Mpumalanga","Johnson & Johnson","2021-08-26",4811
"Mpumalanga","Johnson & Johnson","2021-08-27",4459
"Mpumalanga","Johnson & Johnson","2021-08-28",1732
"Mpumalanga","Johnson & Johnson","2021-08-29",28
"Mpumalanga","Johnson & Johnson","2021-08-30",4936
"Mpumalanga","Johnson & Johnson","2021-08-31",5530
"Mpumalanga","Johnson & Johnson","2021-09-01",5397
"Mpumalanga","Johnson & Johnson","2021-09-02",5685
"Mpumalanga","Johnson & Johnson","2021-09-03",5599
"Mpumalanga","Johnson & Johnson","2021-09-04",2297
"Mpumalanga","Johnson & Johnson","2021-09-05",299
"Mpumalanga","Johnson & Johnson","2021-09-06",5389
"Mpumalanga","Johnson & Johnson","2021-09-07",6560
"Mpumalanga","Johnson & Johnson","2021-09-08",6258
"Mpumalanga","Johnson & Johnson","2021-09-09",7139
"Mpumalanga","Johnson & Johnson","2021-09-10",7271
"Mpumalanga","Johnson & Johnson","2021-09-11",2209
"Mpumalanga","Johnson & Johnson","2021-09-12",97
"Mpumalanga","Johnson & Johnson","2021-09-13",6970
"Mpumalanga","Johnson & Johnson","2021-09-14",8680
"Mpumalanga","Johnson & Johnson","2021-09-15",9338
"Mpumalanga","Johnson & Johnson","2021-09-16",8597
"Mpumalanga","Johnson & Johnson","2021-09-17",7267
"Mpumalanga","Johnson & Johnson","2021-09-18",2600
"Mpumalanga","Johnson & Johnson","2021-09-19",19
"Mpumalanga","Johnson & Johnson","2021-09-20",7623
"Mpumalanga","Johnson & Johnson","2021-09-21",6552
"Mpumalanga","Johnson & Johnson","2021-09-22",7106
"Mpumalanga","Johnson & Johnson","2021-09-23",7064
"Mpumalanga","Johnson & Johnson","2021-09-24",1782
"Mpumalanga","Johnson & Johnson","2021-09-25",2275
"Mpumalanga","Johnson & Johnson","2021-09-26",18
"Mpumalanga","Johnson & Johnson","2021-09-27",5724
"Mpumalanga","Johnson & Johnson","2021-09-28",6277
"Mpumalanga","Johnson & Johnson","2021-09-29",6722
"Mpumalanga","Johnson & Johnson","2021-09-30",6397
"Mpumalanga","Johnson & Johnson","2021-10-01",7128
"Mpumalanga","Johnson & Johnson","2021-10-02",6435
"Mpumalanga","Johnson & Johnson","2021-10-03",2247
"Mpumalanga","Johnson & Johnson","2021-10-04",6630
"Mpumalanga","Johnson & Johnson","2021-10-05",7386
"Mpumalanga","Johnson & Johnson","2021-10-06",8118
"Mpumalanga","Johnson & Johnson","2021-10-07",8189
"Mpumalanga","Johnson & Johnson","2021-10-08",7138
"Mpumalanga","Johnson & Johnson","2021-10-09",2257
"Mpumalanga","Johnson & Johnson","2021-10-10",182
"Mpumalanga","Johnson & Johnson","2021-10-11",7971
"Mpumalanga","Johnson & Johnson","2021-10-12",7392
"Mpumalanga","Johnson & Johnson","2021-10-13",7658
"Mpumalanga","Johnson & Johnson","2021-10-14",9054
"Mpumalanga","Johnson & Johnson","2021-10-15",7486
"Mpumalanga","Johnson & Johnson","2021-10-16",2033
"Mpumalanga","Johnson & Johnson","2021-10-17",239
"Mpumalanga","Johnson & Johnson","2021-10-18",7372
"Mpumalanga","Johnson & Johnson","2021-10-19",7479
"Mpumalanga","Johnson & Johnson","2021-10-20",7951
"Mpumalanga","Johnson & Johnson","2021-10-21",8602
"Mpumalanga","Johnson & Johnson","2021-10-22",7875
"Mpumalanga","Johnson & Johnson","2021-10-23",2386
"Mpumalanga","Johnson & Johnson","2021-10-24",209
"Mpumalanga","Johnson & Johnson","2021-10-25",6010
"Mpumalanga","Johnson & Johnson","2021-10-26",6949
"Mpumalanga","Johnson & Johnson","2021-10-27",6369
"Mpumalanga","Johnson & Johnson","2021-10-28",5827
"Mpumalanga","Johnson & Johnson","2021-10-29",5568
"Mpumalanga","Johnson & Johnson","2021-10-30",2209
"Mpumalanga","Johnson & Johnson","2021-10-31",822
"Mpumalanga","Johnson & Johnson","2021-11-01",4244
"Mpumalanga","Johnson & Johnson","2021-11-02",4651
"Mpumalanga","Johnson & Johnson","2021-11-03",4882
"Mpumalanga","Johnson & Johnson","2021-11-04",4905
"Mpumalanga","Johnson & Johnson","2021-11-05",4758
"Mpumalanga","Johnson & Johnson","2021-11-06",1868
"Mpumalanga","Johnson & Johnson","2021-11-07",184
"Mpumalanga","Johnson & Johnson","2021-11-08",4092
"Mpumalanga","Johnson & Johnson","2021-11-09",4650
"Mpumalanga","Johnson & Johnson","2021-11-10",4324
"Mpumalanga","Johnson & Johnson","2021-11-11",4543
"Mpumalanga","Johnson & Johnson","2021-11-12",4534
"Mpumalanga","Johnson & Johnson","2021-11-13",3265
"Mpumalanga","Johnson & Johnson","2021-11-14",1405
"Mpumalanga","Johnson & Johnson","2021-11-15",4494
"Mpumalanga","Johnson & Johnson","2021-11-16",4064
"Mpumalanga","Johnson & Johnson","2021-11-17",4042
"Mpumalanga","Johnson & Johnson","2021-11-18",3806
"Mpumalanga","Johnson & Johnson","2021-11-19",3746
"Mpumalanga","Johnson & Johnson","2021-11-20",1407
"Mpumalanga","Johnson & Johnson","2021-11-21",109
"Mpumalanga","Johnson & Johnson","2021-11-22",2803
"Mpumalanga","Johnson & Johnson","2021-11-23",3521
"Mpumalanga","Johnson & Johnson","2021-11-24",3774
"Mpumalanga","Johnson & Johnson","2021-11-25",3287
"Mpumalanga","Johnson & Johnson","2021-11-26",2654
"Mpumalanga","Johnson & Johnson","2021-11-27",987
"Mpumalanga","Johnson & Johnson","2021-11-28",72
"Mpumalanga","Johnson & Johnson","2021-11-29",5042
"Mpumalanga","Johnson & Johnson","2021-11-30",5075
"Mpumalanga","Johnson & Johnson","2021-12-01",4894
"Mpumalanga","Johnson & Johnson","2021-12-02",4825
"Mpumalanga","Johnson & Johnson","2021-12-03",4369
"Mpumalanga","Johnson & Johnson","2021-12-04",2640
"Mpumalanga","Johnson & Johnson","2021-12-05",1266
"Mpumalanga","Johnson & Johnson","2021-12-06",4382
"Mpumalanga","Johnson & Johnson","2021-12-07",3857
"Mpumalanga","Johnson & Johnson","2021-12-08",3821
"Mpumalanga","Johnson & Johnson","2021-12-09",4045
"Mpumalanga","Johnson & Johnson","2021-12-10",3199
"Mpumalanga","Johnson & Johnson","2021-12-11",1514
"Mpumalanga","Johnson & Johnson","2021-12-12",586
"Mpumalanga","Johnson & Johnson","2021-12-13",2724
"Mpumalanga","Johnson & Johnson","2021-12-14",3015
"Mpumalanga","Johnson & Johnson","2021-12-15",2496
"Mpumalanga","Pfizer","2021-05-17",361
"Mpumalanga","Pfizer","2021-05-18",2978
"Mpumalanga","Pfizer","2021-05-19",2033
"Mpumalanga","Pfizer","2021-05-20",809
"Mpumalanga","Pfizer","2021-05-21",1535
"Mpumalanga","Pfizer","2021-05-22",5
"Mpumalanga","Pfizer","2021-05-23",2
"Mpumalanga","Pfizer","2021-05-24",2433
