"province","age_group","sex","vaccination_date","total_number_individuals_vaccinated"
"Eastern Cape","35-49","Female","2021-04-01",353
"Eastern Cape","35-49","Female","2021-04-06",349
"Eastern Cape","35-49","Female","2021-04-07",397
"Eastern Cape","35-49","Female","2021-04-08",361
"Eastern Cape","35-49","Female","2021-04-09",447
"Eastern Cape","35-49","Female","2021-04-12",362
"Eastern Cape","35-49","Female","2021-04-13",258
"Eastern Cape","35-49","Female","2021-04-28",195
"Eastern Cape","35-49","Female","2021-04-29",230
"Eastern Cape","35-49","Female","2021-04-30",160
"Eastern Cape","35-49","Female","2021-05-03",207
"Eastern Cape","35-49","Female","2021-05-04",311
"Eastern Cape","35-49","Female","2021-05-05",495
"Eastern Cape","35-49","Female","2021-05-06",646
"Eastern Cape","35-49","Female","2021-05-07",611
"Eastern Cape","35-49","Female","2021-05-10",727
"Eastern Cape","35-49","Female","2021-05-11",723
"Eastern Cape","35-49","Female","2021-05-12",886
"Eastern Cape","35-49","Female","2021-05-13",903
"Eastern Cape","35-49","Female","2021-05-14",1033
"Eastern Cape","35-49","Female","2021-05-15",48
"Eastern Cape","35-49","Female","2021-05-16",9
"Eastern Cape","35-49","Female","2021-05-17",270
"Eastern Cape","35-49","Female","2021-05-18",218
"Eastern Cape","35-49","Female","2021-05-19",299
"Eastern Cape","35-49","Female","2021-05-20",137
"Eastern Cape","35-49","Female","2021-05-21",149
"Eastern Cape","35-49","Female","2021-05-22",6
"Eastern Cape","35-49","Female","2021-05-24",62
"Eastern Cape","35-49","Female","2021-05-25",57
"Eastern Cape","35-49","Female","2021-05-26",67
"Eastern Cape","35-49","Female","2021-05-27",51
"Eastern Cape","35-49","Female","2021-05-28",34
"Eastern Cape","35-49","Female","2021-05-29",1
"Eastern Cape","35-49","Female","2021-05-31",37
"Eastern Cape","35-49","Female","2021-06-01",18
"Eastern Cape","35-49","Female","2021-06-02",41
"Eastern Cape","35-49","Female","2021-06-03",32
"Eastern Cape","35-49","Female","2021-06-04",74
"Eastern Cape","35-49","Female","2021-06-07",91
"Eastern Cape","35-49","Female","2021-06-08",118
"Eastern Cape","35-49","Female","2021-06-09",75
"Eastern Cape","35-49","Female","2021-06-10",89
"Eastern Cape","35-49","Female","2021-06-11",115
"Eastern Cape","35-49","Female","2021-06-12",1
"Eastern Cape","35-49","Female","2021-06-13",1
"Eastern Cape","35-49","Female","2021-06-14",46
"Eastern Cape","35-49","Female","2021-06-15",32
"Eastern Cape","35-49","Female","2021-06-16",3
"Eastern Cape","35-49","Female","2021-06-17",51
"Eastern Cape","35-49","Female","2021-06-18",54
"Eastern Cape","35-49","Female","2021-06-19",2
"Eastern Cape","35-49","Female","2021-06-21",98
"Eastern Cape","35-49","Female","2021-06-22",72
"Eastern Cape","35-49","Female","2021-06-23",2005
"Eastern Cape","35-49","Female","2021-06-24",2740
"Eastern Cape","35-49","Female","2021-06-25",2227
"Eastern Cape","35-49","Female","2021-06-26",2
"Eastern Cape","35-49","Female","2021-06-27",2
"Eastern Cape","35-49","Female","2021-06-28",2138
"Eastern Cape","35-49","Female","2021-06-29",1361
"Eastern Cape","35-49","Female","2021-06-30",1861
"Eastern Cape","35-49","Female","2021-07-01",1439
"Eastern Cape","35-49","Female","2021-07-02",797
"Eastern Cape","35-49","Female","2021-07-03",6
"Eastern Cape","35-49","Female","2021-07-04",1
"Eastern Cape","35-49","Female","2021-07-05",552
"Eastern Cape","35-49","Female","2021-07-06",722
"Eastern Cape","35-49","Female","2021-07-07",714
"Eastern Cape","35-49","Female","2021-07-08",673
"Eastern Cape","35-49","Female","2021-07-09",421
"Eastern Cape","35-49","Female","2021-07-10",2
"Eastern Cape","35-49","Female","2021-07-11",3
"Eastern Cape","35-49","Female","2021-07-12",260
"Eastern Cape","35-49","Female","2021-07-13",405
"Eastern Cape","35-49","Female","2021-07-14",437
"Eastern Cape","35-49","Female","2021-07-15",2532
"Eastern Cape","35-49","Female","2021-07-16",3852
"Eastern Cape","35-49","Female","2021-07-17",394
"Eastern Cape","35-49","Female","2021-07-18",136
"Eastern Cape","35-49","Female","2021-07-19",6457
"Eastern Cape","35-49","Female","2021-07-20",7184
"Eastern Cape","35-49","Female","2021-07-21",7609
"Eastern Cape","35-49","Female","2021-07-22",6240
"Eastern Cape","35-49","Female","2021-07-23",5149
"Eastern Cape","35-49","Female","2021-07-24",741
"Eastern Cape","35-49","Female","2021-07-25",404
"Eastern Cape","35-49","Female","2021-07-26",5732
"Eastern Cape","35-49","Female","2021-07-27",6507
"Eastern Cape","35-49","Female","2021-07-28",6777
"Eastern Cape","35-49","Female","2021-07-29",5026
"Eastern Cape","35-49","Female","2021-07-30",3905
"Eastern Cape","35-49","Female","2021-07-31",508
"Eastern Cape","35-49","Female","2021-08-01",336
"Eastern Cape","35-49","Female","2021-08-02",5200
"Eastern Cape","35-49","Female","2021-08-03",5619
"Eastern Cape","35-49","Female","2021-08-04",5515
"Eastern Cape","35-49","Female","2021-08-05",4948
"Eastern Cape","35-49","Female","2021-08-06",4245
"Eastern Cape","35-49","Female","2021-08-07",480
"Eastern Cape","35-49","Female","2021-08-08",180
"Eastern Cape","35-49","Female","2021-08-09",144
"Eastern Cape","35-49","Female","2021-08-10",4017
"Eastern Cape","35-49","Female","2021-08-11",4736
"Eastern Cape","35-49","Female","2021-08-12",3944
"Eastern Cape","35-49","Female","2021-08-13",2599
"Eastern Cape","35-49","Female","2021-08-14",352
"Eastern Cape","35-49","Female","2021-08-15",130
"Eastern Cape","35-49","Female","2021-08-16",3677
"Eastern Cape","35-49","Female","2021-08-17",3949
"Eastern Cape","35-49","Female","2021-08-18",3777
"Eastern Cape","35-49","Female","2021-08-19",3713
"Eastern Cape","35-49","Female","2021-08-20",3381
"Eastern Cape","35-49","Female","2021-08-21",428
"Eastern Cape","35-49","Female","2021-08-22",182
"Eastern Cape","35-49","Female","2021-08-23",4089
"Eastern Cape","35-49","Female","2021-08-24",4619
"Eastern Cape","35-49","Female","2021-08-25",4633
"Eastern Cape","35-49","Female","2021-08-26",4195
"Eastern Cape","35-49","Female","2021-08-27",3087
"Eastern Cape","35-49","Female","2021-08-28",497
"Eastern Cape","35-49","Female","2021-08-29",332
"Eastern Cape","35-49","Female","2021-08-30",3642
"Eastern Cape","35-49","Female","2021-08-31",3724
"Eastern Cape","35-49","Female","2021-09-01",3738
"Eastern Cape","35-49","Female","2021-09-02",3821
"Eastern Cape","35-49","Female","2021-09-03",2783
"Eastern Cape","35-49","Female","2021-09-04",732
"Eastern Cape","35-49","Female","2021-09-05",311
"Eastern Cape","35-49","Female","2021-09-06",2357
"Eastern Cape","35-49","Female","2021-09-07",2192
"Eastern Cape","35-49","Female","2021-09-08",3041
"Eastern Cape","35-49","Female","2021-09-09",3443
"Eastern Cape","35-49","Female","2021-09-10",2677
"Eastern Cape","35-49","Female","2021-09-11",641
"Eastern Cape","35-49","Female","2021-09-12",225
"Eastern Cape","35-49","Female","2021-09-13",3093
"Eastern Cape","35-49","Female","2021-09-14",3491
"Eastern Cape","35-49","Female","2021-09-15",3616
"Eastern Cape","35-49","Female","2021-09-16",2926
"Eastern Cape","35-49","Female","2021-09-17",1941
"Eastern Cape","35-49","Female","2021-09-18",502
"Eastern Cape","35-49","Female","2021-09-19",262
"Eastern Cape","35-49","Female","2021-09-20",3084
"Eastern Cape","35-49","Female","2021-09-21",2889
"Eastern Cape","35-49","Female","2021-09-22",3051
"Eastern Cape","35-49","Female","2021-09-23",2733
"Eastern Cape","35-49","Female","2021-09-24",268
"Eastern Cape","35-49","Female","2021-09-25",368
"Eastern Cape","35-49","Female","2021-09-26",127
"Eastern Cape","35-49","Female","2021-09-27",2316
"Eastern Cape","35-49","Female","2021-09-28",2377
"Eastern Cape","35-49","Female","2021-09-29",2121
"Eastern Cape","35-49","Female","2021-09-30",1521
"Eastern Cape","35-49","Female","2021-10-01",2099
"Eastern Cape","35-49","Female","2021-10-02",1455
"Eastern Cape","35-49","Female","2021-10-03",1071
"Eastern Cape","35-49","Female","2021-10-04",2194
"Eastern Cape","35-49","Female","2021-10-05",1999
"Eastern Cape","35-49","Female","2021-10-06",2245
"Eastern Cape","35-49","Female","2021-10-07",2372
"Eastern Cape","35-49","Female","2021-10-08",1776
"Eastern Cape","35-49","Female","2021-10-09",612
"Eastern Cape","35-49","Female","2021-10-10",323
"Eastern Cape","35-49","Female","2021-10-11",2055
"Eastern Cape","35-49","Female","2021-10-12",2261
"Eastern Cape","35-49","Female","2021-10-13",2335
"Eastern Cape","35-49","Female","2021-10-14",2320
"Eastern Cape","35-49","Female","2021-10-15",1719
"Eastern Cape","35-49","Female","2021-10-16",602
"Eastern Cape","35-49","Female","2021-10-17",258
"Eastern Cape","35-49","Female","2021-10-18",1688
"Eastern Cape","35-49","Female","2021-10-19",1935
"Eastern Cape","35-49","Female","2021-10-20",1925
"Eastern Cape","35-49","Female","2021-10-21",1936
"Eastern Cape","35-49","Female","2021-10-22",1394
"Eastern Cape","35-49","Female","2021-10-23",573
"Eastern Cape","35-49","Female","2021-10-24",236
"Eastern Cape","35-49","Female","2021-10-25",1578
"Eastern Cape","35-49","Female","2021-10-26",1791
"Eastern Cape","35-49","Female","2021-10-27",1570
"Eastern Cape","35-49","Female","2021-10-28",1525
"Eastern Cape","35-49","Female","2021-10-29",1172
"Eastern Cape","35-49","Female","2021-10-30",357
"Eastern Cape","35-49","Female","2021-10-31",141
"Eastern Cape","35-49","Female","2021-11-01",780
"Eastern Cape","35-49","Female","2021-11-02",1340
"Eastern Cape","35-49","Female","2021-11-03",1407
"Eastern Cape","35-49","Female","2021-11-04",1584
"Eastern Cape","35-49","Female","2021-11-05",1312
"Eastern Cape","35-49","Female","2021-11-06",279
"Eastern Cape","35-49","Female","2021-11-07",83
"Eastern Cape","35-49","Female","2021-11-08",695
"Eastern Cape","35-49","Female","2021-11-09",966
"Eastern Cape","35-49","Female","2021-11-10",1391
"Eastern Cape","35-49","Female","2021-11-11",1399
"Eastern Cape","35-49","Female","2021-11-12",1097
"Eastern Cape","35-49","Female","2021-11-13",631
"Eastern Cape","35-49","Female","2021-11-14",444
"Eastern Cape","35-49","Female","2021-11-15",1122
"Eastern Cape","35-49","Female","2021-11-16",1265
"Eastern Cape","35-49","Female","2021-11-17",1057
"Eastern Cape","35-49","Female","2021-11-18",928
"Eastern Cape","35-49","Female","2021-11-19",789
"Eastern Cape","35-49","Female","2021-11-20",172
"Eastern Cape","35-49","Female","2021-11-21",77
"Eastern Cape","35-49","Female","2021-11-22",996
"Eastern Cape","35-49","Female","2021-11-23",777
"Eastern Cape","35-49","Female","2021-11-24",967
"Eastern Cape","35-49","Female","2021-11-25",889
"Eastern Cape","35-49","Female","2021-11-26",722
"Eastern Cape","35-49","Female","2021-11-27",183
"Eastern Cape","35-49","Female","2021-11-28",62
"Eastern Cape","35-49","Female","2021-11-29",1317
"Eastern Cape","35-49","Female","2021-11-30",1219
"Eastern Cape","35-49","Female","2021-12-01",1025
"Eastern Cape","35-49","Female","2021-12-02",1035
"Eastern Cape","35-49","Female","2021-12-03",807
"Eastern Cape","35-49","Female","2021-12-04",214
"Eastern Cape","35-49","Female","2021-12-05",97
"Eastern Cape","35-49","Female","2021-12-06",722
"Eastern Cape","35-49","Female","2021-12-07",829
"Eastern Cape","35-49","Female","2021-12-08",790
"Eastern Cape","35-49","Female","2021-12-09",811
"Eastern Cape","35-49","Female","2021-12-10",551
"Eastern Cape","35-49","Female","2021-12-11",129
"Eastern Cape","35-49","Female","2021-12-12",38
"Eastern Cape","35-49","Female","2021-12-13",563
"Eastern Cape","35-49","Female","2021-12-14",533
"Eastern Cape","35-49","Female","2021-12-15",470
"Eastern Cape","35-49","Male","2021-02-17",1
"Eastern Cape","35-49","Male","2021-02-18",18
"Eastern Cape","35-49","Male","2021-02-19",28
"Eastern Cape","35-49","Male","2021-02-21",33
"Eastern Cape","35-49","Male","2021-02-22",36
"Eastern Cape","35-49","Male","2021-02-23",100
"Eastern Cape","35-49","Male","2021-02-24",80
"Eastern Cape","35-49","Male","2021-02-25",105
"Eastern Cape","35-49","Male","2021-02-26",85
"Eastern Cape","35-49","Male","2021-02-27",15
"Eastern Cape","35-49","Male","2021-02-28",15
"Eastern Cape","35-49","Male","2021-03-01",12
"Eastern Cape","35-49","Male","2021-03-02",22
"Eastern Cape","35-49","Male","2021-03-03",60
"Eastern Cape","35-49","Male","2021-03-04",76
"Eastern Cape","35-49","Male","2021-03-05",58
"Eastern Cape","35-49","Male","2021-03-08",36
"Eastern Cape","35-49","Male","2021-03-09",100
"Eastern Cape","35-49","Male","2021-03-10",99
"Eastern Cape","35-49","Male","2021-03-11",60
"Eastern Cape","35-49","Male","2021-03-12",45
"Eastern Cape","35-49","Male","2021-03-15",53
"Eastern Cape","35-49","Male","2021-03-16",82
"Eastern Cape","35-49","Male","2021-03-17",105
"Eastern Cape","35-49","Male","2021-03-18",125
"Eastern Cape","35-49","Male","2021-03-19",134
"Eastern Cape","35-49","Male","2021-03-23",117
"Eastern Cape","35-49","Male","2021-03-24",122
"Eastern Cape","35-49","Male","2021-03-25",173
"Eastern Cape","35-49","Male","2021-03-26",152
"Eastern Cape","35-49","Male","2021-03-29",149
"Eastern Cape","35-49","Male","2021-03-30",161
"Eastern Cape","35-49","Male","2021-03-31",209
"Eastern Cape","35-49","Male","2021-04-01",122
"Eastern Cape","35-49","Male","2021-04-06",103
"Eastern Cape","35-49","Male","2021-04-07",136
"Eastern Cape","35-49","Male","2021-04-08",148
"Eastern Cape","35-49","Male","2021-04-09",162
"Eastern Cape","35-49","Male","2021-04-12",136
"Eastern Cape","35-49","Male","2021-04-13",85
"Eastern Cape","35-49","Male","2021-04-28",81
"Eastern Cape","35-49","Male","2021-04-29",80
"Eastern Cape","35-49","Male","2021-04-30",51
"Eastern Cape","35-49","Male","2021-05-03",66
"Eastern Cape","35-49","Male","2021-05-04",93
"Eastern Cape","35-49","Male","2021-05-05",159
"Eastern Cape","35-49","Male","2021-05-06",173
"Eastern Cape","35-49","Male","2021-05-07",248
"Eastern Cape","35-49","Male","2021-05-10",249
"Eastern Cape","35-49","Male","2021-05-11",293
"Eastern Cape","35-49","Male","2021-05-12",353
"Eastern Cape","35-49","Male","2021-05-13",368
"Eastern Cape","35-49","Male","2021-05-14",408
"Eastern Cape","35-49","Male","2021-05-15",22
"Eastern Cape","35-49","Male","2021-05-17",102
"Eastern Cape","35-49","Male","2021-05-18",75
"Eastern Cape","35-49","Male","2021-05-19",113
"Eastern Cape","35-49","Male","2021-05-20",60
"Eastern Cape","35-49","Male","2021-05-21",41
"Eastern Cape","35-49","Male","2021-05-22",1
"Eastern Cape","35-49","Male","2021-05-24",21
"Eastern Cape","35-49","Male","2021-05-25",25
"Eastern Cape","35-49","Male","2021-05-26",29
"Eastern Cape","35-49","Male","2021-05-27",15
"Eastern Cape","35-49","Male","2021-05-28",11
"Eastern Cape","35-49","Male","2021-05-30",1
"Eastern Cape","35-49","Male","2021-05-31",12
"Eastern Cape","35-49","Male","2021-06-01",11
"Eastern Cape","35-49","Male","2021-06-02",17
"Eastern Cape","35-49","Male","2021-06-03",10
"Eastern Cape","35-49","Male","2021-06-04",17
"Eastern Cape","35-49","Male","2021-06-07",29
"Eastern Cape","35-49","Male","2021-06-08",41
"Eastern Cape","35-49","Male","2021-06-09",27
"Eastern Cape","35-49","Male","2021-06-10",41
"Eastern Cape","35-49","Male","2021-06-11",60
"Eastern Cape","35-49","Male","2021-06-12",1
"Eastern Cape","35-49","Male","2021-06-13",1
"Eastern Cape","35-49","Male","2021-06-14",21
"Eastern Cape","35-49","Male","2021-06-15",13
"Eastern Cape","35-49","Male","2021-06-17",10
"Eastern Cape","35-49","Male","2021-06-18",26
"Eastern Cape","35-49","Male","2021-06-19",1
"Eastern Cape","35-49","Male","2021-06-20",1
"Eastern Cape","35-49","Male","2021-06-21",44
"Eastern Cape","35-49","Male","2021-06-22",32
"Eastern Cape","35-49","Male","2021-06-23",726
"Eastern Cape","35-49","Male","2021-06-24",999
"Eastern Cape","35-49","Male","2021-06-25",766
"Eastern Cape","35-49","Male","2021-06-28",757
"Eastern Cape","35-49","Male","2021-06-29",493
"Eastern Cape","35-49","Male","2021-06-30",639
"Eastern Cape","35-49","Male","2021-07-01",517
"Eastern Cape","35-49","Male","2021-07-02",286
"Eastern Cape","35-49","Male","2021-07-03",1
"Eastern Cape","35-49","Male","2021-07-05",196
"Eastern Cape","35-49","Male","2021-07-06",218
"Eastern Cape","35-49","Male","2021-07-07",211
"Eastern Cape","35-49","Male","2021-07-08",227
"Eastern Cape","35-49","Male","2021-07-09",170
"Eastern Cape","35-49","Male","2021-07-12",130
"Eastern Cape","35-49","Male","2021-07-13",247
"Eastern Cape","35-49","Male","2021-07-14",289
"Eastern Cape","35-49","Male","2021-07-15",1872
"Eastern Cape","35-49","Male","2021-07-16",2800
"Eastern Cape","35-49","Male","2021-07-17",312
"Eastern Cape","35-49","Male","2021-07-18",124
"Eastern Cape","35-49","Male","2021-07-19",3791
"Eastern Cape","35-49","Male","2021-07-20",4305
"Eastern Cape","35-49","Male","2021-07-21",4967
"Eastern Cape","35-49","Male","2021-07-22",4560
"Eastern Cape","35-49","Male","2021-07-23",4093
"Eastern Cape","35-49","Male","2021-07-24",683
"Eastern Cape","35-49","Male","2021-07-25",359
"Eastern Cape","35-49","Male","2021-07-26",4010
"Eastern Cape","35-49","Male","2021-07-27",4498
"Eastern Cape","35-49","Male","2021-07-28",4275
"Eastern Cape","35-49","Male","2021-07-29",3692
"Eastern Cape","35-49","Male","2021-07-30",2779
"Eastern Cape","35-49","Male","2021-07-31",430
"Eastern Cape","35-49","Male","2021-08-01",208
"Eastern Cape","35-49","Male","2021-08-02",3237
"Eastern Cape","35-49","Male","2021-08-03",3440
"Eastern Cape","35-49","Male","2021-08-04",3304
"Eastern Cape","35-49","Male","2021-08-05",2860
"Eastern Cape","35-49","Male","2021-08-06",2824
"Eastern Cape","35-49","Male","2021-08-07",362
"Eastern Cape","35-49","Male","2021-08-08",82
"Eastern Cape","35-49","Male","2021-08-09",105
"Eastern Cape","35-49","Male","2021-08-10",2256
"Eastern Cape","35-49","Male","2021-08-11",2680
"Eastern Cape","35-49","Male","2021-08-12",2590
"Eastern Cape","35-49","Male","2021-08-13",1930
"Eastern Cape","35-49","Male","2021-08-14",246
"Eastern Cape","35-49","Male","2021-08-15",103
"Eastern Cape","35-49","Male","2021-08-16",2161
"Eastern Cape","35-49","Male","2021-08-17",2532
"Eastern Cape","35-49","Male","2021-08-18",2495
"Eastern Cape","35-49","Male","2021-08-19",2604
"Eastern Cape","35-49","Male","2021-08-20",2440
"Eastern Cape","35-49","Male","2021-08-21",297
"Eastern Cape","35-49","Male","2021-08-22",160
"Eastern Cape","35-49","Male","2021-08-23",2390
"Eastern Cape","35-49","Male","2021-08-24",3115
"Eastern Cape","35-49","Male","2021-08-25",3107
"Eastern Cape","35-49","Male","2021-08-26",2794
"Eastern Cape","35-49","Male","2021-08-27",2352
"Eastern Cape","35-49","Male","2021-08-28",421
"Eastern Cape","35-49","Male","2021-08-29",265
"Eastern Cape","35-49","Male","2021-08-30",2366
"Eastern Cape","35-49","Male","2021-08-31",2455
"Eastern Cape","35-49","Male","2021-09-01",2455
"Eastern Cape","35-49","Male","2021-09-02",2588
"Eastern Cape","35-49","Male","2021-09-03",2003
"Eastern Cape","35-49","Male","2021-09-04",489
"Eastern Cape","35-49","Male","2021-09-05",279
"Eastern Cape","35-49","Male","2021-09-06",1617
